-4.00000000e+01  1.20589897e+00 
-3.90000000e+01  1.20584704e+00 
-3.80000000e+01  1.20599540e+00 
-3.70000000e+01  1.20604315e+00 
-3.60000000e+01  1.20608900e+00 
-3.50000000e+01  1.20613333e+00 
-3.40000000e+01  1.20617641e+00 
-3.30000000e+01  1.20621824e+00 
-3.20000000e+01  1.20625884e+00 
-3.10000000e+01  1.20629821e+00 
-3.00000000e+01  1.20633637e+00 
-2.90000000e+01  1.20637331e+00 
-2.80000000e+01  1.20640905e+00 
-2.70000000e+01  1.20644360e+00 
-2.60000000e+01  1.20647697e+00 
-2.50000000e+01  1.20650916e+00 
-2.40000000e+01  1.20654018e+00 
-2.30000000e+01  1.20657005e+00 
-2.20000000e+01  1.20659878e+00 
-2.10000000e+01  1.20662636e+00 
-2.00000000e+01  1.20665282e+00 
-1.90000000e+01  1.20667815e+00 
-1.80000000e+01  1.20670238e+00 
-1.70000000e+01  1.20672550e+00 
-1.60000000e+01  1.20674754e+00 
-1.50000000e+01  1.20676849e+00 
-1.40000000e+01  1.20678837e+00 
-1.30000000e+01  1.20680718e+00 
-1.20000000e+01  1.20682495e+00 
-1.10000000e+01  1.20684167e+00 
-1.00000000e+01  1.20685737e+00 
-9.00000000e+00  1.20687204e+00 
-8.00000000e+00  1.20688569e+00 
-7.00000000e+00  1.20689835e+00 
-6.00000000e+00  1.20691002e+00 
-5.00000000e+00  1.20692070e+00 
-4.00000000e+00  1.20693042e+00 
-3.00000000e+00  1.20693918e+00 
-2.00000000e+00  1.20694699e+00 
-1.00000000e+00  1.20695386e+00 
 0.00000000e+00  1.20695981e+00 
 1.00000000e+00  1.20696484e+00 
 2.00000000e+00  1.20696897e+00 
 3.00000000e+00  1.20697221e+00 
 4.00000000e+00  1.20697457e+00 
 5.00000000e+00  1.20697607e+00 
 6.00000000e+00  1.20697670e+00 
 7.00000000e+00  1.20697650e+00 
 8.00000000e+00  1.20697546e+00 
 9.00000000e+00  1.20697360e+00 
 1.00000000e+01  1.20697094e+00 
 1.10000000e+01  1.20696748e+00 
 1.20000000e+01  1.20696324e+00 
 1.30000000e+01  1.20695824e+00 
 1.40000000e+01  1.20695248e+00 
 1.50000000e+01  1.20694598e+00 
 1.60000000e+01  1.20693875e+00 
 1.70000000e+01  1.20693080e+00 
 1.80000000e+01  1.20692216e+00 
 1.90000000e+01  1.20691283e+00 
 2.00000000e+01  1.20690283e+00 
 2.10000000e+01  1.20689217e+00 
 2.20000000e+01  1.20688086e+00 
 2.30000000e+01  1.20686893e+00 
 2.40000000e+01  1.20685639e+00 
 2.50000000e+01  1.20684324e+00 
 2.60000000e+01  1.20682952e+00 
 2.70000000e+01  1.20681523e+00 
 2.80000000e+01  1.20680038e+00 
 2.90000000e+01  1.20678501e+00 
 3.00000000e+01  1.20676911e+00 
 3.10000000e+01  1.20675271e+00 
 3.20000000e+01  1.20673583e+00 
 3.30000000e+01  1.20671847e+00 
 3.40000000e+01  1.20670067e+00 
 3.50000000e+01  1.20668243e+00 
 3.60000000e+01  1.20666378e+00 
 3.70000000e+01  1.20664472e+00 
 3.80000000e+01  1.20662529e+00 
 3.90000000e+01  1.20660550e+00 
 4.00000000e+01  1.20658536e+00 
 4.10000000e+01  1.20656490e+00 
 4.20000000e+01  1.20654414e+00 
 4.30000000e+01  1.20652309e+00 
 4.40000000e+01  1.20650177e+00 
 4.50000000e+01  1.20648021e+00 
 4.60000000e+01  1.20645843e+00 
 4.70000000e+01  1.20643645e+00 
 4.80000000e+01  1.20641428e+00 
 4.90000000e+01  1.20639195e+00 
 5.00000000e+01  1.20636948e+00 
 5.10000000e+01  1.20634690e+00 
 5.20000000e+01  1.20632422e+00 
 5.30000000e+01  1.20630147e+00 
 5.40000000e+01  1.20627867e+00 
 5.50000000e+01  1.20625584e+00 
 5.60000000e+01  1.20623302e+00 
 5.70000000e+01  1.20621022e+00 
 5.80000000e+01  1.20618746e+00 
 5.90000000e+01  1.20616478e+00 
 6.00000000e+01  1.20614220e+00 
 6.10000000e+01  1.20611974e+00 
 6.20000000e+01  1.20609743e+00 
 6.30000000e+01  1.20607530e+00 
 6.40000000e+01  1.20605337e+00 
 6.50000000e+01  1.20603167e+00 
 6.60000000e+01  1.20601023e+00 
 6.70000000e+01  1.20598908e+00 
 6.80000000e+01  1.20596824e+00 
 6.90000000e+01  1.20594775e+00 
 7.00000000e+01  1.20592763e+00 
 7.10000000e+01  1.20590792e+00 
 7.20000000e+01  1.20588865e+00 
 7.30000000e+01  1.20586984e+00 
 7.40000000e+01  1.20585153e+00 
 7.50000000e+01  1.20583376e+00 
 7.60000000e+01  1.20581654e+00 
 7.70000000e+01  1.20579993e+00 
 7.80000000e+01  1.20578394e+00 
 7.90000000e+01  1.20576862e+00 
 8.00000000e+01  1.20575400e+00 
 8.10000000e+01  1.20574012e+00 
 8.20000000e+01  1.20572701e+00 
 8.30000000e+01  1.20571471e+00 
 8.40000000e+01  1.20570325e+00 
 8.50000000e+01  1.20569268e+00 
 8.60000000e+01  1.20568303e+00 
 8.70000000e+01  1.20567435e+00 
 8.80000000e+01  1.20566667e+00 
 8.90000000e+01  1.20566003e+00 
 9.00000000e+01  1.20565447e+00 
 9.10000000e+01  1.20565005e+00 
 9.20000000e+01  1.20564679e+00 
 9.30000000e+01  1.20564475e+00 
 9.40000000e+01  1.20564396e+00 
 9.50000000e+01  1.20564448e+00 
 9.60000000e+01  1.20564635e+00 
 9.70000000e+01  1.20564962e+00 
 9.80000000e+01  1.20565433e+00 
 9.90000000e+01  1.20566053e+00 
 1.00000000e+02  1.20566828e+00 
 1.01000000e+02  1.20567762e+00 
 1.02000000e+02  1.20568860e+00 
 1.03000000e+02  1.20570128e+00 
 1.04000000e+02  1.20571572e+00 
 1.05000000e+02  1.20573196e+00 
 1.06000000e+02  1.20575006e+00 
 1.07000000e+02  1.20577009e+00 
 1.08000000e+02  1.20579209e+00 
 1.09000000e+02  1.20581612e+00 
 1.10000000e+02  1.20584226e+00 
 1.11000000e+02  1.20587055e+00 
 1.12000000e+02  1.20590106e+00 
 1.13000000e+02  1.20593386e+00 
 1.14000000e+02  1.20596902e+00 
 1.15000000e+02  1.20600660e+00 
 1.16000000e+02  1.20604666e+00 
 1.17000000e+02  1.20608929e+00 
 1.18000000e+02  1.20613455e+00 
 1.19000000e+02  1.20618252e+00 
 1.20000000e+02  1.20623328e+00 
 1.21000000e+02  1.20628690e+00 
 1.22000000e+02  1.20634346e+00 
 1.23000000e+02  1.20640305e+00 
 1.24000000e+02  1.20646575e+00 
 1.25000000e+02  1.20653165e+00 
