-4.00000000e+01 -6.16840792e-05 -4.00000000e+01 -1.77874286e-05 
-3.50000000e+01 -6.15760100e-05 -3.50000000e+01 -1.77556920e-05 
-3.00000000e+01 -6.14645643e-05 -3.00000000e+01 -1.77229659e-05 
-2.50000000e+01 -6.13497807e-05 -2.50000000e+01 -1.76892619e-05 
-2.00000000e+01 -6.12316990e-05 -2.00000000e+01 -1.76545918e-05 
-1.50000000e+01 -6.11103595e-05 -1.50000000e+01 -1.76189679e-05 
-1.00000000e+01 -6.09858037e-05 -1.00000000e+01 -1.75824023e-05 
-5.00000000e+00 -6.08580739e-05 -5.00000000e+00 -1.75449077e-05 
 0.00000000e+00 -6.07272130e-05  0.00000000e+00 -1.75064971e-05 
 5.00000000e+00 -6.05932648e-05  5.00000000e+00 -1.74671833e-05 
 1.00000000e+01 -6.04562739e-05  1.00000000e+01 -1.74269797e-05 
 1.50000000e+01 -6.03162854e-05  1.50000000e+01 -1.73858999e-05 
 2.00000000e+01 -6.01733454e-05  2.00000000e+01 -1.73439574e-05 
 2.50000000e+01 -6.00275002e-05  2.50000000e+01 -1.73011662e-05 
 3.00000000e+01 -5.98787970e-05  3.00000000e+01 -1.72575403e-05 
 3.50000000e+01 -5.97272834e-05  3.50000000e+01 -1.72130939e-05 
 4.00000000e+01 -5.95730078e-05  4.00000000e+01 -1.71678413e-05 
 4.50000000e+01 -5.94160186e-05  4.50000000e+01 -1.71217971e-05 
 5.00000000e+01 -5.92563650e-05  5.00000000e+01 -1.70749759e-05 
 5.50000000e+01 -5.90940967e-05  5.50000000e+01 -1.70273924e-05 
 6.00000000e+01 -5.89292635e-05  6.00000000e+01 -1.69790615e-05 
 6.50000000e+01 -5.87619157e-05  6.50000000e+01 -1.69299982e-05 
 7.00000000e+01 -5.85921038e-05  7.00000000e+01 -1.68802175e-05 
 7.50000000e+01 -5.84198789e-05  7.50000000e+01 -1.68297345e-05 
 8.00000000e+01 -5.82452919e-05  8.00000000e+01 -1.67785644e-05 
 8.50000000e+01 -5.80683942e-05  8.50000000e+01 -1.67267226e-05 
 9.00000000e+01 -5.78892374e-05  9.00000000e+01 -1.66742243e-05 
 9.50000000e+01 -5.77078731e-05  9.50000000e+01 -1.66210848e-05 
 1.00000000e+02 -5.75243531e-05  1.00000000e+02 -1.65673196e-05 
 1.05000000e+02 -5.73387293e-05  1.05000000e+02 -1.65129440e-05 
 1.10000000e+02 -5.71510535e-05  1.10000000e+02 -1.64579734e-05 
 1.15000000e+02 -5.69613778e-05  1.15000000e+02 -1.64024233e-05 
 1.20000000e+02 -5.67697541e-05  1.20000000e+02 -1.63463091e-05 
 1.25000000e+02 -5.65762343e-05  1.25000000e+02 -1.62896462e-05 
