-4.00000000e+01  2.63756496e-06 -4.00000000e+01  1.18581438e+00 
-3.50000000e+01  2.63301694e-06 -3.50000000e+01  1.18589595e+00 
-3.00000000e+01  2.62886895e-06 -3.00000000e+01  1.18622556e+00 
-2.50000000e+01  2.62420444e-06 -2.50000000e+01  1.18638787e+00 
-2.00000000e+01  2.61932822e-06 -2.00000000e+01  1.18651984e+00 
-1.50000000e+01  2.61424923e-06 -1.50000000e+01  1.18662449e+00 
-1.00000000e+01  2.60897161e-06 -1.00000000e+01  1.18670275e+00 
-5.00000000e+00  2.60350022e-06 -5.00000000e+00  1.18675584e+00 
 0.00000000e+00  2.59784013e-06  0.00000000e+00  1.18678505e+00 
 5.00000000e+00  2.59199657e-06  5.00000000e+00  1.18679174e+00 
 1.00000000e+01  2.58597498e-06  1.00000000e+01  1.18677734e+00 
 1.50000000e+01  2.57978098e-06  1.50000000e+01  1.18674338e+00 
 2.00000000e+01  2.57342044e-06  2.00000000e+01  1.18669149e+00 
 2.50000000e+01  2.56689945e-06  2.50000000e+01  1.18662338e+00 
 3.00000000e+01  2.56022436e-06  3.00000000e+01  1.18654092e+00 
 3.50000000e+01  2.55340180e-06  3.50000000e+01  1.18644606e+00 
 4.00000000e+01  2.54643869e-06  4.00000000e+01  1.18634094e+00 
 4.50000000e+01  2.53934229e-06  4.50000000e+01  1.18622784e+00 
 5.00000000e+01  2.53212018e-06  5.00000000e+01  1.18610922e+00 
 5.50000000e+01  2.52478036e-06  5.50000000e+01  1.18598773e+00 
 6.00000000e+01  2.51733122e-06  6.00000000e+01  1.18586624e+00 
 6.50000000e+01  2.50978163e-06  6.50000000e+01  1.18574788e+00 
 7.00000000e+01  2.50214097e-06  7.00000000e+01  1.18563604e+00 
 7.50000000e+01  2.49441920e-06  7.50000000e+01  1.18553443e+00 
 8.00000000e+01  2.48662693e-06  8.00000000e+01  1.18544709e+00 
 8.50000000e+01  2.47877552e-06  8.50000000e+01  1.18537851e+00 
 9.00000000e+01  2.47087721e-06  9.00000000e+01  1.18533361e+00 
 9.50000000e+01  2.46294526e-06  9.50000000e+01  1.18531791e+00 
 1.00000000e+02  2.45499414e-06  1.00000000e+02  1.18533755e+00 
 1.05000000e+02  2.44703979e-06  1.05000000e+02  1.18539951e+00 
 1.10000000e+02  2.43909999e-06  1.10000000e+02  1.18551173e+00 
 1.15000000e+02  2.43119472e-06  1.15000000e+02  1.18568338e+00 
 1.20000000e+02  2.42334680e-06  1.20000000e+02  1.18592514e+00 
 1.25000000e+02  2.41558260e-06  1.25000000e+02  1.18624962e+00 
